Company Name,Ticker,Market Cap (mil),EBITDA ($mil),EBIT ($mil),Beta,Receivables ($mil),Inventory ($mil),Intangibles ($mil),Current Liabilities ($mil),Current Assets  ($mil),Long Term Debt ($mil),Preferred Equity ($mil),Common Equity ($mil),Book Value,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Cash Ratio,Net Income  ($mil),Cash Flow ($mil),Annual Sales ($mil)
"Colliers International Group","CIGI","4090.98","515.56201","338.14099","1.49","629.47198","0","3148.44897","1341.58203","1213.42602","1664.27294","0","493.37399","11.79","85.524","3.73155","1.04",".9",".43527","46.25299","512.16998","4459.49"
"China Merchants Bank","CIHKY","118331.52","24554.9414","22966.81054",".58","826985.625","0","2173.10009","1188652","1093484","69229.97656","5280.07519","128900.51562","26.06","20.26499",".2619",".88","","","20510.65039","20510.65039","67880.2"
"Cincinnati Financial","CINF","15810.88","-513","-640",".62","3214","0","0","15148","4478","891","0","10531","68.32","7.69159",".08332",".28",".3",".08344","-486","800","6557"
"Cielo","CIOXY","2492.27","364.24499","154.59199",".9","14846.95019","0","1843.11596","13754.55957","15967.12988","2607.10205","0","2444.7749","","","","","","","-93.59","389.527","2165.86"
"Civitas Resources","CIVI","5570.25","2506.88696","1685.97705","1.73","479.316","0","0","1177.927","1328.43005","393.29299","0","5373.91894","63.53","7.164",".07716",".9","1.13",".72085","1248.07995","1948.77099","3791.4"
"CHOW TAI FOOK","CJEWY","17850","1271.44897","1131.40698",".67","798.02001","5548.47119","216.475","3759.34399","7126.34716","232.05799","0","4072.21997","4.15","7.0657",".07602","1.51","","","862.22998","862.22998","12709.67"
"CK Hutchison","CKHUY","23401.57","12077.73242","6835",".76","7402","3029","57480","23258","30063","33358","0","82597","","","","","","","4293","4293","36006"
"ColgatePalmolive","CL","63254.57","4079","2813",".5","1504","2074","5272","4004","5113","8741","0","806",".51","95.428","20.87058","1.23",".76",".38336","1785","3759","17967"
"ClevelandCliffs","CLF","7860.11","3106","2072","2.21","1960","5130","1130","3549","7422","4249","0","8042","15.13","36.909",".58501","2.15",".65",".09354","1335","2629","22989"
"Clean Harbors","CLH","8064.15","1012.49902","645.66101","1.37","1071.61303","324.99398","1867.66003","1020.09399","2033.76098","2414.82788","0","1922.32202","36.6","54.893","1.21696","2.05","1.68",".6246","411.74398","756.29199","5166.6"
"Clarivate","CLVT","5406.12","-3008.30005","-3718.80005","1.07","872.09997","0","12314.20019","1559.80004","1395.19995","5005","1392.59997","5419.8999","8.24","41.242",".8775",".9",".89",".33536","-3960.19996","1338.5","2659.8"
"Clorox","CLX","20064.1","937","713",".3","681","755","2442","1784","1725","2474","0","729","1.39","93.50499","14.39534",".87",".54",".16199","462","731.84497","7107"
"Canadian Imperial Bank of Commerce","CM","38489.56","8289.23242","7475.92285","1.01","410660.8125","0","6167.79199","622693","650655.5","4887.625","2037.54602","37099.1914","38.19","11.38099",".14201","1.06","1.04",".38541","4831.6958","5967.40087","24666.52"
"Comerica","CMA","5311.56","1702","1580","1.15","59555","0","0","77201","65994","3024","394","4787","42.53","54.16699","1.26499",".93",".85",".0834","1151","1250","3740"
"CHINA MINSHENG","CMAKY","17425.4","17275.375","16127.29003",".43","634011.3125","0","0","861737.3125","735478.625","110208.70312","0","90913.54687","","","","","","","5329.05517","6477.14013","47312.98"
"Commercial Metals","CMC","5231.63","1740.88","1565.85595","1.26","1358.90698","1169.69604","506.41799","1356.98706","3441.46801","1113.24902","0","3286.42895","32.3","22.52199",".29068","3.07","1.67",".67271","1217.26196","1176.89697","8913.48"
"Comcast","CMCSA","165877.64","27001","13180","1","12672","0","147167","27887","21826","98240","0","81627","19.92","53.31499","1.13693",".69",".78",".32825","5370","29967","121427"
"CME Group","CME","67004.61","4015.60009","3653",".41","483.20001","0","30927.5","137687.5","139078.29687","3422.3999","0","26878.69921","76.13","11.111",".125","1.02","1.01","1.00659","2691","3262.3999","5019.4"
"Chipotle Mexican Grill","CMG","57231.81","1468.35705","1181.531","1.34","154.621","35.66799","21.93899","921.88","1175.83703","0","0","2368.02294","89.95","0","0","1.41","1.24","1.06906","899.10101","1206.62097","8634.65"
"China Merchants Holdings International","CMHHY","5880.97","1895.36499","1601.15698",".81","275.03201","21.364","1833.71801","2727.02392","1968.98095","2861.12988","0","16061.5","","","","","","","1077.34802","1342.34094","1525.09"
"Cummins","CMI","30897.28","3802","3018","1.01","5202","5603","5030","11421","14451","4498","0","9967","75.02","30.54299",".41516","1.29",".77",".31923","2151","2935","28074"
"Compass Group","CMPGY","47429.88","2762.68603","2023.66394","1.07","5243.59521","654.48901","9066.7832","9007.86621","8562.14843","5110.39208","0","7563.12402","4.3","40.323",".67569",".95",".88",".29574","1425.53002","2174.74096","32674.46"
"CMS Energy","CMS","17204.79","2549","1423",".36","1580","1117","0","2985","3433","13190","224","7371","25.47","63.039","1.757","1.02",".78",".24656","837","1964","8596"
"Commonwealth Bank of Australia","CMWAY","108654.77","9889.17968","9889.17968","1.1","523833.09375","0","4662.89599","509650.40625","573826.3125","95690.77343","0","48356.73046","","","","","","","6469.22998","4896.43017","23092.55"
"CNA Financial","CNA","10452.27","1115","1193",".65","8976","0","144","41867","11283","2538","0","8825","32","22.658",".29295",".25",".27",".0551","894","970","11879"
"Centene","CNC","36954.12","4180","2627",".56","13272","0","25723","28464","30128","17938","0","24181","45.86","42.026",".72411","1.07","1.06",".59218","1202","4914.06787","144547"
"CNH Industrial","CNHI","17603.73","3951","3416","1.63","19730","4811","4451","4147","29670","22962","0","6927","5.52","76.135","3.18313","7.28","5.99","1.23679","2029","2529","23551"
"Canadian National Railway","CNI","77514.54","6953.56884","5623.62207",".9","1054.57299","532.28601","311.526","2955.26611","2474.51611","11054.94042","0","16448.57031","23.17","40.71099",".68665",".74",".66",".30036","3936.76611","5278.98388","13158.58"
"Cinemark","CNK","2110.6","134.6","-86.5","2.3","114.69999","23.7","1555.5","708.5","863.59997","2562","0","119.5","1.02","95.208","19.86914","1.12","1.19","1.02357","-271.20002","-50.1","2454.7"
"Core & Main","CNM","6690.55","923","775",".83","955","1047","2330","726","2211","1444","0","2410","9.8","37.46799",".59917","3.05","1.6",".28787","366","514","6651"
"CONMED","CNMD","3840.87","32.472","-41.95701","1.38","191.345","332.32","1497.22802","296.552","581.22601","985.07598","0","745.54498","24.61","56.94699","1.3227","1.9",".84",".1941","-80.58201","159.425","1045.47"
"CNO Financial Group","CNO","2586.62","999.59997","654.29998","1.13","4477.2998","0","0","27358.90039","5330.10009","2778.30004","0","1400.80004","17.74","59.45","1.46608",".19",".19",".03117","396.79998","619.20001","3576.8"
"CenterPoint Energy","CNP","18142.09","3229","1941",".88","909","876","4294","5113","4699","161","790","9252","15.16","60.381","1.6499","1",".75",".56991","1057","2210","9321"
"Canadian Natural Resources Limited","CNQ","60733.26","16619.33984","10963.41113","1.58","2734.5061","1396.09802","0","6654.34912","5428.24511","8492.7373","0","29364.21093","25.98","22.23399",".28591",".83",".61",".195","8412.74023","15550.05957","38098.13"
"Cohen & Steers","CNS","2847.33","214.24699","196.897","1.35","72.273","0","19.04899","94.76999","319.691","0","0","341.608","6.97","20.30999","0","5.91","3.37","2.61072","171.042","199.60099","566.91"
"CNX Resources","CNX","2624.37","385.41299","-84.25801","1.31","354.64199","27.156","400.30398","1312.80395","573.80401","2207.70507","0","2950.46093","21.55","38.22299",".61871",".5",".42",".14625","-142.077","1002.67102","1261.21"
"Concentrix","CNXC","4540.29","984.61602","675.07897",".49","1390.47399","0","3889.97412","1132.12304","1754.33203","2224.28808","0","2695.90405","53.78","44.221",".79278","1.76","1.55",".32139","435.04901","926.57897","6324.47"
"Capital One Financial","COF","41616.88","14038","10828","1.46","301195","203","14777","334402","332654","47832","0","52582","143.35","46.881",".88256",".98",".99",".09346","7360","10174","38373"
"COHERENT CORP","COHR","5272.66","708.64697","403.061","1.5","700.33099","902.55902","1921.16296","1266.95898","4305.19189","1897.21398","445.319","3171.156","34.5","45.36199",".90734","3.08","2.69","2.1329","234.759","810.04498","3316.62"
"Croda International","COIHY","10804.99","758.43902","603.04797","1.11","463.42999","607.57501","1743.99902","630.75299","1225.70996","1089.79394","0","2421.93188","","","","","","","803.30603","469.14099","2584.86"
"Coinbase Global","COIN","13769.97","-2812.35889","-2975.68091","2.58","464.81698","0","1209.33496","80815.29687","86448.21875","3393.44799","0","5454.55712","24.19","37.436",".59835","1.04","1.07","1.06394","-2624.94898","-2461.62696","3194.21"
"CocaCola Bottling Co. Consolidated","COKE","6238.94","772.48101","599.87902",".91","606.34497","347.54501","1007.93798","905.156","1245.80102","606.33599","0","1115.38793","131.67","36.804",".58239","1.67",".99",".32249","430.15798","629.70898","6200.96"
"Columbia Banking System","COLB","4498.52","373.777","324.759",".66","11517.44042","76.843","849.12097","16826.92968","11886.03027","954.315","0","2213.15307","23.44","0","0",".84",".7",".01733","250.17799","314.053","745.63"
"Americold Realty Trust","COLD","7934.72","416.22698","77.817",".5","430.04199","0","1958.85998","3126.82104","562.031","577.61297","0","3787.87792","13.78","15.621",".18513",".18",".18",".04221","-19.44001","318.97","2914.74"
"Columbia Sportswear","COLM","4700.84","514.80902","397.41",".95","547.56097","1028.54504","133.25199","738.71801","2136.94091","0","0","1935.78894","31.4","0","0","3.49","1.5",".7592","311.44","455.91598","3464.15"
"The Cooper Companies","COO","17485.05","878.70001","532.59997",".92","557.79998","628.70001","5494.7998","1280.19995","1533.59997","2350.80004","0","7174.70019","149.18","25.802",".34775","1.69",".71",".27112","385.79998","963.50201","3308.4"
"Mr. Cooper Group","COOP","3221.65","1675","1638","1.57","1019","0","6654","5306","1721","0","0","4057","58.57","0","0",".31",".32",".1323","923","227","2464"
"ConocoPhillips","COP","123510.7","36787","29033","1.31","7088","1219","0","12847","18749","16226","0","48003","39.49","24.21299",".31948","1.39","1.36",".81279","18680","25094","82156"
"Corcept Therapeutics","CORT","2359.7","119.16","116.191",".5","31.05699","6.09999","0","72.49099","499.25299","0","0","501.84201","5.21","0","0","6.77","6.8","6.37452","101.41799","104.257","401.86"
"Costco Wholesale","COST","229661.69","9898","7998",".79","2241","17907","0","31998","32696","6484","0","20647","53.19","21.606",".27561","1.08",".46",".39214","5844","7744","226954"
"Coty","COTY","9653.66","1167.19995","650.79998","1.88","364.6","661.5","7817.5","2565.60009","1681.90002","4409.10009","0","3345.80004","4.6","52.24499","1.07643",".69",".4",".25561","259.5","742.79998","5304.4"
"Coursera","COUR","2016.63","-153.02901","-170.637","1.79","53.734","0","8.553","242.44099","875.98797","0","0","694.57501","4.54","0","0","3.25","3.61","3.39156","-175.357","-35.81701","523.76"
"Canadian Pacific Kansas City Limited","CP","72510.91","4345.97998","3689.85205","1.02","781.50701","218.453","296.91101","2471.43994","1453.01904","13954.05957","0","29911.10937","31.38","31.37199",".45713",".66",".5",".18331","2705.27587","3239.07788","6779.67"
"Copa Holdings","CPA","4245.08","743.565","475.86099","1.31","137.58299","93.332","78.555","1193.57104","1235.82495","1301.81896","0","1492.10998","40.69","45.282",".82755","1.11",".96",".84193","348.05398","603.08502","2965.03"
"Campbell Soup","CPB","15440.98","1501","1164",".36","541","1246","7177","2886","1963","3996","0","3333","12.02","52.575","1.10858",".77",".25",".06098","757","1198","8562"
"Cathay Pacific Airways","CPCAY","5986.6","-378.758","-378.758",".44","883.81201","0","1889.95996","5542.43603","3363.10693","7976.5249","0","8157.98681","","49.43799",".97775",".61",".61",".44732","-836.18","-914.60901","6517.45"
"Crescent Point Energy","CPG","3679.26","2220.37304","1488.32495","2.24","252.14399","0","156.83999","953.039","760.893","694.43402","0","4994.72314","8.98","13.18099",".15182",".67",".8",".53381","1141.031","1474.85803","3456.06"
"Chesapeake Utilities","CPK","2273.9","228.001","147.98399",".6","65.42199","26.26099","64.07199","369.02301","193.97599","578.388","0","832.80102","48.26","43.323",".76437",".65",".45",".27719","89.79599","169.813","680.7"
"Coupang","CPNG","27857.06","165.029","-65.936","1.36","184.46299","1656.85095","0","5062.50585","5830.12988","537.88","0","2413.91308","1.44","16.95899",".20422","1.18",".82",".78791","-92.042","138.923","20582.62"
"Capri Holdings","CPRI","4189.2","892","672","2.3","369","1057","3021","1450","1870","1822","0","1849","14.71","49.63199",".98539","1.29",".56",".3062","616","1041","5619"
"Copart","CPRT","42262.97","1496.24694","1357.64196","1.23","628.45501","58.791","456.634","440.889","2202.45507","1.996","0","4625.59912","11.71",".39838",".00399","5.92","4.86","3.43671","1090.13","1214.99194","3500.92"
"Camden Property Trust","CPT","11601.84","1354.91796","777.89801",".79","13.364","0","0","306.92098","30.802","3680.91308","0","5056.92089","46.87","42.825",".74903",".16",".1",".05681","653.61297","1230.63305","1422.76"
"Centrica","CPYYY","8359.39","530.63","-296.85599","1.27","10451.7998","1569.62597","1380.38","26854.33984","25588.99023","3720.59497","0","1583.23205","1.09","70.149","2.34999",".95",".89",".50522","-967.25599","3363.72094","29372.08"
"Cheniere Energy Partners","CQP","21220.01","4032","3368",".83","1178","160","0","2421","2620","16216","0","-2131","-1.96","","-17.01264","1.43","1.02",".52953","2498","4219","17206"
"Crane Company","CR","4259.79","734.09997","615.20001","","474.70001","439.79998","1944.09997","1488.19995","1751.90002","543.70001","0","1904","27.55","0","0","2.86",".88",".56269","401.1","118.9","3374.9"
"Credit Agricole","CRARY","34843.27","10358.04101","9559.44824","1.6","0","0","22354.66992","0","1518016","32389.73046","0","90999.32031","","","","","","","5729.41796","5762.08496","25081.09"
"Corebridge Financial, Inc.","CRBG","11465.66","12015","10994","","33503","0","0","247614","38455","13826","0","9149","19.23","45.861",".84709",".15",".16",".01999","8149","2878","18015"
"California Resources","CRC","2852.3","1012","814","1.05","359","60","0","894","864","592","0","1864","29.65","22.05699",".28298","1.36",".9",".49776","524","582","2707"
"Cricut","CRCT","2650.42","108.938","81.981","0","136.539","351.682",".75999","254.05599","811.26202","0","0","672.73498","3.17","0","0","5.42","1.81","1.27153","60.666","87.623","886.3"
"Credo Technology Group","CRDO","2374.1","-17.42001","-22.213","1.93","29.524","27.33699","0","26.49699","332.177","0","0","334.16299","2.4","0","0","8.07","","","-16.54701","8.687","184.19"
"CRH","CRH","35659.11","5627","3870","1.13","4632","4194","10287","8889","14801","8145","1","22336","29.99","26.721",".36465","1.67","1.19",".67217","3847","4441","32723"
"China Resources Enterprise","CRHKY","20924.94","","",".24","","","","","","","","","","","","","","","710.97601","710.97601","5174.92"
"Carter's","CRI","2361.93","426.74301","359.51699","1.22","198.587","744.57299","538.28997","528.94897","1188.71997","616.62402","0","796.40899","21.17","41.95899",".7229","2.54",".84",".46424","250.03799","339.36401","3212.73"
"Comstock Resources","CRK","2650.22","2072.73999","1573.03503","1.15","510.12701","0","335.897","756.13702","644.98699","2152.57104","0","2278.31396","8.58","47.511",".90515",".67",".85",".17835","1140.88195","1538.36596","3628.06"
"Charles River Laboratories International","CRL","10190.45","986.14801","682.27801","1.34","752.39001","255.809","3805.17797","1091.58496","1439.03198","2707.531","0","2981.07788","60.84","47.228",".88114","1.48","1.08",".39468","486.22601","874.492","3976.06"
"Salesforce","CRM","204403.64","6114","660","1.24","10755","0","55693","25891","26395","9419","0","58359","58.94","14.09599",".16409","1.02","1.02",".60407","208","10678","31352"
"Crocs","CROX","6801.71","893.89501","854.66601","1.94","329.18798","471.55099","2514.98095","641.27398","1025.97497","2298.02709","0","817.93103","15.61","69.911","2.32347","1.76",".86",".35123","540.15899","716.557","3554.99"
"China Resources Power Holdings","CRPJY","10945.17","2599.60498","720.89599",".44","4940.38623","868.50299","693.49499","8759.25292","6942.14599","13553.41992","0","13777.41015","","","","","","","899.346","899.346","13192.37"
