Ticker,Name,Website,DNBExchange,DNBTicker,NaicsSector,NaicsIndustry,KeyPrincipal
EXPE,"Expedia Group, Inc.",www.expediagroup.com,NASDAQ,EXPE,"Professional, Scientific, and Technical Services","Advertising, Public Relations, and Related Services",
EXPI,"Exp World Holdings, Inc.",www.expworldholdings.com,NASDAQ,EXPI,Information,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",
EXPO,"Exponent, Inc.",www.exponent.com,NASDAQ,EXPO,"Professional, Scientific, and Technical Services","Management, Scientific, and Technical Consulting Services",
EXR,Extra Space Storage Inc.,www.extraspace.com,NYSE,EXR,Real Estate and Rental and Leasing,Lessors of Real Estate,
EXTR,"Extreme Networks, Inc.",www.extremenetworks.com,NASDAQ,EXTR,Information,Software Publishers,
F,Ford Motor Company,www.ford.com,,,Real Estate and Rental and Leasing,Automotive Equipment Rental and Leasing,
FA,First Advantage Corporation,www.fadv.com,NASDAQ,FA,"Professional, Scientific, and Technical Services","Other Professional, Scientific, and Technical Services",
FAF,First American Financial Corporation,www.firstam.com,NYSE,FAF,Finance and Insurance,Insurance Carriers,
FANG,"Diamondback Energy, Inc.",www.diamondbackenergy.com,NASDAQ,FANG,"Mining, Quarrying, and Oil and Gas Extraction",Oil and Gas Extraction,
FAST,Fastenal Company,www.fastenal.com,NASDAQ,FAST,Wholesale Trade,Miscellaneous Nondurable Goods Merchant Wholesalers,
FBIN,"Fortune Brands Innovations, Inc.",www.fbhs.com,NYSE,FBIN,Fabricated Metal Product Manufacturing,Hardware Manufacturing,
FBP,First Bancorp.,www.1firstbank.com,NYSE,FBP,Finance and Insurance,"Agencies, Brokerages, and Other Insurance Related Activities",
FCFS,"Firstcash, Inc.",www.firstcash.com,NASDAQ,FCFS,Finance and Insurance,Activities Related to Credit Intermediation,
FCN,"Fti Consulting, Inc.",www.fticonsulting.com,NYSE,FCN,"Professional, Scientific, and Technical Services","Management, Scientific, and Technical Consulting Services",
FCNCA,First Citizens Bancshares Inc,www.firstcitizens.com,NASDAQ,FCNCA,Finance and Insurance,Depository Credit Intermediation,
FCPT,"Four Corners Property Trust, Inc.",www.fcpt.com,NYSE,FCPT,Real Estate and Rental and Leasing,Lessors of Real Estate,
FCX,MINERA FREEPORTMCMORAN SOUTH AMERICA S.A.C.,www.fcx.com.pe,,,Administrative and Support and Waste Management and Remediation Services,Office Administrative Services,
FDS,Factset Research Systems Inc.,www.factset.com,NYSE,FDS,Information,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",
FDX,Fedex Corporation,www.fedex.com,NYSE,FDX,Printing and Related Support Activities,Printing and Related Support Activities,
FE,Firstenergy Corp.,www.firstenergycorp.com,NYSE,FE,Utilities,"Electric Power Generation, Transmission and Distribution",
FELE,"Franklin Electric Co., Inc.",www.franklin-electric.com,NASDAQ,FELE,Machinery Manufacturing,Other General Purpose Machinery Manufacturing,
FFBC,First Financial Bancorp.,www.bankatfirst.com,NASDAQ,FFBC,Finance and Insurance,Depository Credit Intermediation,
FFIN,"First Financial Bankshares, Inc.",www.ffin.com,NASDAQ,FFIN,Finance and Insurance,Depository Credit Intermediation,
FFIV,"F5, Inc.",www.f5.com,NASDAQ,FFIV,Information,Software Publishers,
FG,"F&amp;G Annuities &amp; Life, Inc.",www.fglife.com,NYSE,FG,Finance and Insurance,Insurance Carriers,
FHB,"First Hawaiian, Inc.",ir.fhb.com,NASDAQ,FHB,Finance and Insurance,Depository Credit Intermediation,
FHI,"Federated Hermes, Inc.",www.federatedhermes.com,NYSE,FHI,Finance and Insurance,Other Investment Pools and Funds,
FHN,First Horizon Corporation,www.firsthorizon.com,NYSE,FHN,Finance and Insurance,Depository Credit Intermediation,
FI,"Fiserv, Inc.",www.fiserv.com,NASDAQ,FISV,Finance and Insurance,Activities Related to Credit Intermediation,
FIBK,"First Interstate Bancsystem, Inc.",www.fibk.com,NASDAQ,FIBK,Finance and Insurance,Depository Credit Intermediation,
FICO,Fair Isaac Corporation,www.fico.com,NYSE,FICO,"Professional, Scientific, and Technical Services","Management, Scientific, and Technical Consulting Services",
FIS,"Fidelity National Information Services, Inc.",www.fisglobal.com,NYSE,FIS,Information,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",
FITB,Fifth Third Bancorp,www.53.com,NASDAQ,FITB,Finance and Insurance,Depository Credit Intermediation,
FIVE,"Five Below, Inc.",www.fivebelow.com,NASDAQ,FIVE,Retail Trade,"Sporting Goods, Hobby, and Musical Instrument Retailers",
FIVN,"Five9, Inc.",www.five9.com,NASDAQ,FIVN,Information,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",
FIX,"Comfort Systems Usa, Inc.",www.comfortsystemsusa.com,NYSE,FIX,Construction,Building Equipment Contractors,
FIZZ,National Beverage Corp.,www.nationalbeverage.com,NASDAQ,FIZZ,Beverage and Tobacco Product Manufacturing,Beverage Manufacturing,
FL,"Foot Locker, Inc.",www.footlocker.com,NYSE,FL,Real Estate and Rental and Leasing,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),
FLEX,FLEX LTD.,www.flex.com,NASDAQ,FLEX,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing,
FLNC,"Fluence Energy, Inc.",www.fluenceenergy.com,NASDAQ,FLNC,"Electrical Equipment, Appliance, and Component Manufacturing",Other Electrical Equipment and Component Manufacturing,
FLO,"Flowers Foods, Inc.",www.flowersfoods.com,NYSE,FLO,Food Manufacturing,Bakeries and Tortilla Manufacturing,
FLR,Fluor Corporation,www.fluor.com,NYSE,FLR,"Professional, Scientific, and Technical Services","Architectural, Engineering, and Related Services",
FLS,Flowserve Corporation,www.flowserve.com,NYSE,FLS,Primary Metal Manufacturing,Foundries,
FLT,"Fleetcor Technologies, Inc.",www.fleetcor.com,NYSE,FLT,Finance and Insurance,Activities Related to Credit Intermediation,
FLYW,Flywire Corporation,www.flywire.com,,,Finance and Insurance,Activities Related to Credit Intermediation,
FMC,FMC Corporation,www.fmc.com,NYSE,FMC,Chemical Manufacturing,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",
FMS,Fresenius Medical Care AG &amp; Co. KGaA,www.freseniusmedicalcare.com,XETRA,FME,Health Care and Social Assistance,Outpatient Care Centers,
FN,FABRINET COMPANY LIMITED,www.fabrinet.com,,,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing,
FNB,F.N.B. Corporation,www.fnb-online.com,NYSE,FNB,Finance and Insurance,"Agencies, Brokerages, and Other Insurance Related Activities",
FND,"Floor &amp; Decor Holdings, Inc.",www.flooranddecor.com,NYSE,FND,Retail Trade,Furniture and Home Furnishings Retailers,
FNF,"Fidelity National Financial, Inc.",www.fnf.com,NYSE,FNF,Real Estate and Rental and Leasing,Offices of Real Estate Agents and Brokers,
FNV,Franco-Nevada Corporation,www.franco-nevada.com,Toronto,FNV,"Mining, Quarrying, and Oil and Gas Extraction",Metal Ore Mining,
FOCS,Focus Financial Partners Inc.,www.focusfinancialpartners.com,NASDAQ,FOCS,Finance and Insurance,Other Financial Investment Activities,
FOLD,"Amicus Therapeutics, Inc.",www.amicusrx.com,NASDAQ,FOLD,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
FORM,"Formfactor, Inc.",www.formfactor.com,NASDAQ,FORM,Computer and Electronic Product Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",
FOUR,"Shift4 Payments, Inc.",www.shift4.com,,,"Professional, Scientific, and Technical Services",Computer Systems Design and Related Services,
FOX,FOX - WIZEL LTD,www.terminalx.com,Tel Aviv,FOX,Retail Trade,Furniture and Home Furnishings Retailers,
FOXA,Fox Corporation,www.fox.com,NASDAQ,FOXA,Information,Radio and Television Broadcasting Stations,
FOXF,Fox Factory Holding Corp.,investor.ridefox.com,NASDAQ,FOXF,Transportation Equipment Manufacturing,Other Transportation Equipment Manufacturing,
FR,"First Industrial Realty Trust, Inc.",www.firstindustrial.com,NYSE,FR,Real Estate and Rental and Leasing,Lessors of Real Estate,
FRHC,Freedom Holding Corp.,www.freedomholdingcorp.com,NASDAQ,FRHC,Finance and Insurance,Activities Related to Credit Intermediation,
FRO,FRONTLINE PLC,www.frontlineplc.cy,,,Transportation and Warehousing,Other Support Activities for Transportation,
FROG,Jfrog Ltd.,www.jfrog.com,,,Information,Software Publishers,
FRPT,"Freshpet, Inc.",www.freshpet.com,NASDAQ,FRPT,Food Manufacturing,Animal Food Manufacturing,
FRSH,Freshworks Inc.,www.freshworks.com,NASDAQ,FRSH,Information,Software Publishers,
FRT,Federal Realty Investment Trust,www.federalrealty.com,NYSE,FRT,Real Estate and Rental and Leasing,Lessors of Real Estate,
FSK,Fs KKR Capital Corp.,www.fsinvestmentcorp.com,NYSE,FSK,Finance and Insurance,Other Investment Pools and Funds,
FSLR,"First Solar, Inc.",www.firstsolar.com,NASDAQ,FSLR,Machinery Manufacturing,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",
FSLY,"Fastly, Inc.",www.fastly.com,NYSE,FSLY,"Professional, Scientific, and Technical Services",Computer Systems Design and Related Services,
FSS,Federal Signal Corporation,www.federalsignal.com,NYSE,FSS,Transportation Equipment Manufacturing,Motor Vehicle Manufacturing,
FSV,FirstService Corporation,www.firstservice.com,Toronto,FSV,Educational Services,Other Schools and Instruction,
FTAI,Ftai Aviation Ltd.,,,,Transportation Equipment Manufacturing,Aerospace Product and Parts Manufacturing,
FTCH,FARFETCH.COM LIMITED,www.farfetchinvestors.com,,,Administrative and Support and Waste Management and Remediation Services,Business Support Services,
FTDR,"Frontdoor, Inc.",www.frontdoorhome.com,NASDAQ,FTDR,Other Services (except Public Administration),Personal and Household Goods Repair and Maintenance,
FTI,TECHNIPFMC PLC,www.technipfmc.com,NYSE,FTI,"Professional, Scientific, and Technical Services","Architectural, Engineering, and Related Services",
FTNT,"Fortinet, Inc.",www.fortinet.com,NASDAQ,FTNT,Computer and Electronic Product Manufacturing,Computer and Peripheral Equipment Manufacturing,
FTRE,Fortrea Holdings Inc.,,,,Health Care and Social Assistance,Medical and Diagnostic Laboratories,
FTS,Fortis Inc,www.fortisinc.com,Toronto,FTS,Utilities,Natural Gas Distribution,
FTV,Fortive Corporation,www.fortive.com,NYSE,FTV,Retail Trade,Building Material and Supplies Dealers,
FUL,H.B. Fuller Company,www.hbfuller.com,NYSE,FUL,Wholesale Trade,Chemical and Allied Products Merchant Wholesalers,
FULT,Fulton Financial Corporation,www.fultonbank.com,NASDAQ,FULT,Finance and Insurance,Depository Credit Intermediation,
FUN,"Cedar Fair, L.P.",www.cedarfair.com,NYSE,FUN,Accommodation and Food Services,Restaurants and Other Eating Places,
FWONA,Liberty Media Corporation,www.libertymedia.com,NASDAQ,BATRA,Information,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",
FWONK,Liberty Media Corporation,www.libertymedia.com,NASDAQ,BATRA,Information,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",
FWRD,Forward Air Corporation,www.forwardair.com,NASDAQ,FWRD,Transportation and Warehousing,Freight Transportation Arrangement,
FYBR,"Frontier Communications Parent, Inc.",,NASDAQ,FYBR,Information,Wired and Wireless Telecommunications (except Satellite),
G,GENPACT (UK) LIMITED,www.genpact.com,,,Administrative and Support and Waste Management and Remediation Services,Business Support Services,
GATX,GATX Corporation,www.gatx.com,NYSE,GATX,Transportation and Warehousing,Support Activities for Water Transportation,
GBCI,"Glacier Bancorp, Inc.",www.glacierbancorp.com,NYSE,GBCI,Finance and Insurance,Depository Credit Intermediation,
GBDC,"Golub Capital Bdc, Inc.",www.golubcapitalbdc.com,NASDAQ,GBDC,Finance and Insurance,Other Investment Pools and Funds,
GBTG,"Global Business Travel Group, Inc.",www.amexglobalbusinesstravel.com,NYSE,GBTG,Administrative and Support and Waste Management and Remediation Services,Travel Arrangement and Reservation Services,
GD,General Dynamics Corporation,www.gd.com,NYSE,GD,Computer and Electronic Product Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",
GDDY,Godaddy Inc.,www.godaddy.com,NYSE,GDDY,Information,Wired and Wireless Telecommunications (except Satellite),
GDRX,"Goodrx Holdings, Inc.",,NASDAQ,GDRX,Information,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",
GDS,GDS HOLDINGS LIMITED,www.gds-services.com,,,"Professional, Scientific, and Technical Services",Computer Systems Design and Related Services,
GE,General Electric Company,www.ge.com,NYSE,GE,Transportation Equipment Manufacturing,Aerospace Product and Parts Manufacturing,
GEF,"Greif, Inc.",www.greif.com,NYSE,GEF,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,
GEF.B,Greif Bros Corp.,www.greif.com,,,Paper Manufacturing,Converted Paper Product Manufacturing,
GEHC,GE Healthcare Technologies Inc.,www.gehealthcare.com,NASDAQ,GEHC,Computer and Electronic Product Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",
GEN,Gen Digital Inc.,www.nortonlifelock.com,NASDAQ,GEN,Information,Software Publishers,
GFF,Griffon Corporation,www.griffon.com,NYSE,GFF,Computer and Electronic Product Manufacturing,Communications Equipment Manufacturing,
GFI,NORTON GOLD FIELDS PTY LTD,www.nortongoldfields.com.au,,,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,
GFL,GFL Environmental Inc,www.gflenv.com,NYSE,GFL,Administrative and Support and Waste Management and Remediation Services,Remediation and Other Waste Management Services,
GFS,Globalfoundries Inc.,www.gf.com,,,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing,
GGB,Gerdau S/A,www.gerdau.com.br,San Paulo,GGBR4,Primary Metal Manufacturing,Foundries,
GGG,Graco Inc.,www.graco.com,NYSE,GGG,Computer and Electronic Product Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",
GH,"Guardant Health, Inc.",www.guardanthealth.com,NASDAQ,GH,Health Care and Social Assistance,Medical and Diagnostic Laboratories,
GHC,Graham Holdings Company,www.ghco.com,NYSE,GHC,Information,"Newspaper, Periodical, Book, and Directory Publishers",
GIB,CGI GROUP INC,www.cgi.com,,,"Professional, Scientific, and Technical Services",Computer Systems Design and Related Services,
GIL,Gildan Activewear San Marcos II S.A.,www.gildancorp.com,,,Textile Product Mills,Other Textile Product Mills,
GILD,"Gilead Sciences, Inc.",www.gilead.com,NASDAQ,GILD,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
GIS,"General Mills, Inc.",www.generalmills.com,NYSE,GIS,Food Manufacturing,Dairy Product Manufacturing,
GKOS,Glaukos Corporation,www.glaukos.com,NYSE,GKOS,Miscellaneous Manufacturing,Medical Equipment and Supplies Manufacturing,
GL,Globe Life Inc.,www.torchmarkcorp.com,NYSE,GL,Finance and Insurance,Insurance Carriers,
GLBE,GLOBAL-E ONLINE LTD,www.global-e.com,,,"Professional, Scientific, and Technical Services",Computer Systems Design and Related Services,
GLOB,SISTEMAS GLOBALES S.A.,www.globant.com,,,Information,Software Publishers,
GLPG,Galapagos,www.glpg.com,Euronext Amsterdam,GLPG,"Professional, Scientific, and Technical Services",Scientific Research and Development Services,
GLPI,"Gaming and Leisure Properties, Inc.",www.glpropinc.com,NASDAQ,GLPI,Real Estate and Rental and Leasing,Lessors of Real Estate,
GLW,Corning Incorporated,www.corning.com,NYSE,GLW,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing,
GM,General Motors Company,www.gm.com,NYSE,GM,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing,
GMAB,Genmab A/S,www.genmab.com,OMX Copenhagen,GMAB,"Professional, Scientific, and Technical Services",Scientific Research and Development Services,
GME,Gamestop Corp.,www.gamestop.com,NYSE,GME,Retail Trade,"Sporting Goods, Hobby, and Musical Instrument Retailers",
GMED,"Globus Medical, Inc.",www.globusmedical.com,NYSE,GMED,Miscellaneous Manufacturing,Medical Equipment and Supplies Manufacturing,
GMS,Gms Inc.,www.gms.com,NYSE,GMS,Wholesale Trade,Lumber and Other Construction Materials Merchant Wholesalers,
GNRC,Generac Holdings Inc.,www.generac.com,NYSE,GNRC,"Electrical Equipment, Appliance, and Component Manufacturing",Electrical Equipment Manufacturing,
GNTX,Gentex Corporation,www.gentex.com,NASDAQ,GNTX,Computer and Electronic Product Manufacturing,Communications Equipment Manufacturing,
GNW,"Genworth Financial, Inc.",www.genworth.com,NYSE,GNW,Finance and Insurance,Insurance Carriers,
GO,Grocery Outlet Holding Corp.,www.groceryoutlet.com,NASDAQ,GO,Wholesale Trade,Grocery and Related Product Merchant Wholesalers,
GOGO,Gogo Inc.,ir.gogoair.com,NASDAQ,GOGO,Information,All Other Telecommunications,
GOLD,Barrick Gold Corporation,www.barrick.com,Toronto,ABX,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,
GOLF,Acushnet Holdings Corp.,www.acushnetholdingscorp.com,NYSE,GOLF,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,
GOOG,Alphabet Inc.,www.abc.xyz,NASDAQ,GOOGL,"Professional, Scientific, and Technical Services",Computer Systems Design and Related Services,
GOOGL,Alphabet Inc.,www.abc.xyz,NASDAQ,GOOGL,"Professional, Scientific, and Technical Services",Computer Systems Design and Related Services,
GPC,Genuine Parts Company,www.genpt.com,NYSE,GPC,Wholesale Trade,Furniture and Home Furnishing Merchant Wholesalers,
